"univID","stl","mds","mdf","maf","lps","ect","tpg","mav","mcv","mpt","cle","pmx","ds1","ds2","lpt","ds3","lps.sc","ect.sc","tpg.sc","cle.sc","pmx.sc","ds1.sc","ds2.sc","lpt.sc","ds3.sc"
"Emi.B.F.214",48.24,3,10,7,2.97,7.30877360932608,6.63984679172776,15,15,7,9.962,2.578,1.453,2.253,0.681,0.62,3.16792970238177,7.89465804983773,7.64311708656429,10.8389163824524,2.82339561291238,1.51903665066591,2.38431016812859,0.74034710269916,0.653576077182988
"Emi.B.F.215",55.28,2,10,7,4.62,8.92692975199589,8.89124608362031,15,16,6,11.351,3.518,0,3.216,1.9,0.726,4.45398174251563,8.4096284737855,7.95125267524233,10.6333436742233,3.27888081943031,0,3.05392048886629,1.80157216230486,0.693949112780793
"Emi.B.F.216",57.73,3,11,8,4.29,9.61045764175751,9.49953097013178,16,16,5,9.378,2.896,1.875,2.614,0.19,0.577,4.00483275074005,8.66771402115565,7.83920268145736,8.37630312030804,2.56404364956604,1.65681329976787,2.39809285045459,0.172482519746935,0.534604823270803
"Emi.B.F.217",61.6,3,11,8,4.95,10.8040506677631,11.9035153046564,15,16,7,13.061,3.353,2.918,3.498,1.27,0.792,4.4036829091988,9.12950584313701,8.7100770226767,10.8631652431224,2.74909807817141,2.42645301643845,3.04764856345086,1.08020641525926,0.700377908367452
"Emi.B.F.218",52.62,3,10,7,4.13,8.31656387349312,8.52637281791347,15,16,6,10.734,3.124,2.659,2.685,0.414,0.47,4.13003399161555,8.232420407244,8.35465679467663,10.6152377462178,3.08676365762056,2.56259283193789,2.65168815639082,0.412475983029591,0.465456880078059
"Emi.B.F.219",56.49,3,11,8,4.29,8.70693216755651,8.95347791797428,15,16,6,11.935,2.995,2.334,2.695,1.026,0.541,4.06990132668217,8.02594238203001,7.6919702573614,10.9175676623396,2.72076360726216,2.10476186404743,2.51547690735085,0.951930863175619,0.50913247317743
"Emi.B.F.220",57.57,3,11,7,5.61,8.99926880288236,8.30116336735435,14,16,6,11.641,3.292,2.748,3.658,1.458,0.95,5.2478887439874,8.13913439463371,6.88561067468693,10.4293397470938,2.92424698433018,2.43454408809653,3.36327903325324,1.32726919344796,0.881955808390898
"Emi.B.F.221",56.11,3,10,8,5.45,9.10662251728312,10.3148152896657,15,16,6,11.168,3.139,2.296,2.543,1.24,0.587,5.19635580531042,8.45146645914458,8.97304245536922,10.291997770443,2.87446215576067,2.0836210783864,2.38638030401048,1.1583036048561,0.55510878153759
"Emi.B.F.222",59.1,3,12,8,4.95,9.3918093539029,9.58828916326948,15,17,6,11.976,3.317,1.915,2.84,0.919,0.909,4.54121109414625,8.27332763653115,7.57589258575342,10.4246632005712,2.85634068290808,1.65540184499024,2.55726819906721,0.814857310111817,0.828135197813208
"Emi.B.F.223",60.5,3,11,7,0.13,9.35180653266332,9.75913944723618,15,16,5,11.717,3.155,1.184,1.679,0.48,0.267,0.11720944938076,8.04664841427364,7.38347107037789,9.94018744759742,2.64254825099983,1.001303185095,1.4839542186705,0.415719081437133,0.239189372184371
"Emi.B.M.267",61.71,3,11,8,4.95,9.54151227969283,9.97801087500106,15,16,6,12.512,3.627,2.029,2.614,0.554,0.531,4.3978550521863,8.04821777532626,7.27704019062099,10.3861677604838,2.96747224790861,1.6843918281656,2.27422964010012,0.470364954515418,0.468969906621881
"Emi.B.M.268",61.25,3,11,7,3.96,8.99540458807983,7.20524590564595,14,16,5,12.771,3.528,0,2.461,0.462,0.505,3.5378778704452,7.64480792200852,5.32821390657008,10.6886751966089,2.91216339212157,0,2.15389808029243,0.395211182510189,0.448411683487905
"Emi.B.M.269",42.26,3,11,7,3.63,6.33351353549702,6.57577467918229,15,16,6,7.94,2.126,1.59,1.76,0.483,0.427,4.27158616237567,7.8137138313339,9.6734195163572,9.99112271630765,2.72344218169675,1.88156580540959,2.06935690968422,0.599702902874891,0.495035584484484
"Emi.B.M.270",39.65,3,12,7,3.3,6.40767003702967,5.22865791012453,15,16,6,8.059,2.446,0.732,1.925,0.599,0.49,4.07142942782074,8.42786984748941,8.65631231367063,10.8766616285079,3.37907540673961,0.919512385975393,2.38109517034813,0.792883779384803,0.594703173948398
"Emi.B.M.271",45.97,3,10,8,3.8,7.01682184680361,6.98995628559544,15,16,6,9.002,2.771,1.618,2.007,0.98,0.569,4.20087978420694,7.95521121614412,8.79793158693756,10.3271030137273,3.21302627674223,1.769626811265,2.20698859493338,1.11822277754133,0.620953708848484
"Emi.B.M.272",46.27,3,10,7,3.8,6.80945348284887,5.9381424654838,14,17,6,8.565,2.667,NA,NA,0.892,NA,4.18064579077094,7.66984216718958,7.38450374657724,9.75579954737836,3.06870658350024,NA,NA,1.01118625977875,NA
"Emi.B.M.273",47.51,3,11,9,NA,7.13429718004338,7.89877114967462,15,15,6,9.85,2.832,1.966,3.023,0.937,0.579,NA,7.82511343441924,9.3528655949041,10.8981268846559,3.15808824470281,2.08490825141411,3.23822813823552,1.03436975971685,0.617080532151923
"Emi.B.M.274",46.26,2,11,7,3.3,7.10045641701849,6.22321919310611,15,16,6,9.619,2.68,0,2.349,1.059,0.554,3.63114333968488,7.99935017597165,7.74211765069712,10.958940467784,3.08445406483287,0,2.57017821687684,1.20076079748515,0.601858103310871
"Emi.B.M.275",43.32,2,11,7,3.3,6.79581151721318,6.7340178842564,15,15,5,9.195,2.725,0,1.91,0.95,0.348,3.81250609723618,8.17803731338022,9.46168203874327,11.259626566762,3.38985007338652,0,2.20190108330401,1.15056706602381,0.396329411208029
"Emi.B.M.276",47.93,3,10,7,3.63,7.24105218239565,7.5263943457376,15,16,6,9.037,2.954,2.25,2.606,0.653,0.643,3.89048676603809,7.87231300062809,8.76775242369031,9.90238946483306,3.25998019429166,2.36650174777762,2.77206333934029,0.71451636601722,0.680969159377569
"Emi.B.M.277",42.24,3,11,7,3.47,6.40755940512585,6.64300041357826,15,16,6,8.222,2.4,1.661,2.248,0.64,0.406,4.08474186792839,7.90882386419734,9.78089001298297,10.3513537460759,3.0761647830397,1.96645683982441,2.64412859795583,0.795015095333661,0.470849713879566
"Emi.B.M.278",48.6,2,11,9,4.13,7.60409150693605,7.42052922068092,14,16,6,9.954,2.954,0,2.238,0.843,0.368,4.38099143174067,8.15254770092213,8.42487081940786,10.7420975864257,3.20682690661205,0,2.35446983968016,0.909650053112021,0.385861909020694
"Emi.B.M.279",50.54,3,11,7,2.81,6.96513151307315,6.23320149001817,14,17,6,9.655,2.802,1.539,2.136,0.739,0.643,2.89541635289731,7.17965473769907,6.58167189190861,9.98081268372959,2.9040408866839,1.54028370299059,2.17827313003365,0.76670149330862,0.655510188676395
"Emi.B.M.280",49.7,3,11,8,3.47,7.58814590717767,8.53168308888686,15,16,6,10.18,3.012,2.032,2.794,NA,0.508,3.62023676046908,7.9546291294761,9.29285779678304,10.7191199675676,3.18426559700967,2.06586240790175,2.88753665163998,NA,0.52415874282492
"Emi.B.M.281",54.22,3,10,7,2.4,8.44062073087305,7.53538606481799,15,16,6,10.909,3.134,1.897,2.659,1.082,0.676,2.34724814759884,8.10762426103338,6.98492117005048,10.4390177741797,2.98872725868436,1.77765657615466,2.56418082026055,1.04608375641795,0.655209433226993
"Emi.B.M.282",54.81,3,10,7,1.98,8.07349647365254,7.539571338524,14,17,6,10.709,3.249,1.499,1.875,0.787,0.5,1.92098564082793,7.67114986112052,6.85002023122728,10.1264940630251,3.05893924639411,1.3905321206994,1.79263842112519,0.752654061842557,0.480867890733471
"Emi.B.M.283",50.98,3,11,8,3.8,8.0815260031174,7.0609166426618,15,16,6,10.262,3.205,2.182,1.692,1.4,0.531,3.89039764382733,8.25822851664612,7.33684628719675,10.5077381731379,3.28779356868596,2.16616657229575,1.71362925972575,1.43989462583315,0.537969584805149
"Emi.B.M.284",52.03,2,12,8,3.47,7.58077470870842,5.97038374096822,14,17,6,10.693,2.863,0,NA,0.978,0.343,3.49919309105694,7.58953547292593,5.97367968218435,10.7065207040726,2.86690183690574,0,NA,0.985492202332683,0.342448098258036
"Emi.B.M.285",50.18,2,12,7,3.3,7.20746504543647,7.38375435294325,15,15,5,10.945,2.868,0,1.93,1.224,0.523,3.41840132344809,7.48298132445707,7.90052334763176,11.4035636179645,2.99771425682067,0,1.97942001836882,1.27902758531625,0.53592145363552
"Emi.B.M.286",55.86,3,12,8,4.29,9.45571068009687,8.22170270062914,14,17,6,11.242,3.612,2.235,3.023,0.759,0.643,4.10392260890904,8.81488308467147,7.21164116884749,10.4111506409444,3.32513753531587,2.03676205177622,2.84691240047278,0.712179319470448,0.610020732173076
"Emi.B.M.287",56.18,3,10,7,4.13,8.27805738913608,7.95116309385239,15,15,6,11.717,3.302,2.21,2.51,1.031,0.419,3.93414643808732,7.67289729574698,6.90089560881411,10.7831529497844,3.01926432949085,2.00323605154129,2.35307789301813,0.961868764249226,0.395881235346287
"Emi.B.M.288",58.08,3,11,9,4.46,9.57431439252494,8.05824687576777,14,16,6,12.311,3.627,2.951,3.147,0.973,0.925,4.14489450459247,8.58285738211765,6.57575204995439,10.923232587372,3.18834852257913,2.59288663919828,2.87322103380345,0.877948609078538,0.853320947343179
"LQx.B.F.142",72.92,3,10,7,0,11.6275326308978,2.37239883023088,15,15,6,14.58,NA,2.418,3.592,0.95,0.757,0,8.29408494154079,1.26985598864215,10.0747806454336,NA,1.71687997815655,2.73653767737982,0.682144693552935,0.592998433872692
"LQx.B.F.143",70.28,2,12,8,0,12.0659512803916,0,15,16,6,14.834,3.741,0,3.437,0.46,0.49,0,8.93153240840371,0,10.6741408797729,2.62389741346089,0,2.6963969075481,0.342758124011933,0.394150614429264
"LQx.B.F.144",65.66,3,11,7,0,10.9984689205775,0,15,16,5,12.725,3.706,2.07,2.21,0,NA,0,8.71673811993132,0,9.86688045110676,2.8173153456959,1.62144051096609,1.8301518659009,0,NA
"LQx.B.F.145",68.68,3,10,7,0,12.334506074337,0,15,14,6,14.463,4.018,2.751,3.467,1.847,0.63,0,9.34394937874454,0,10.6738790862543,2.89609605122937,2.06602132263301,2.77021754293204,1.4084358822526,0.515221317585975
"LQx.B.F.146",68.22,2,10,7,0,11.9765589893704,0,16,15,5,13.777,3.8,0,3.932,1.387,0.856,0,9.13422790581845,0,10.2429574361397,2.76085019045899,0,3.15860372609302,1.06482083073394,0.703435612989609
"LQx.B.F.147",67.86,2,10,8,0,11.7067923576651,0,15,16,NA,12.924,3.894,0,2.54,0,0.572,0,8.97605287862664,0,9.66479087495852,2.84692713583422,0,2.04900586491204,0,0.47184339401251
"LQx.B.F.148",66,3,10,7,0,11.0026288009585,0,14,16,5,14.991,4.031,0,2.974,0.284,0.605,0,8.67492170309518,0,11.5581437666212,3.04569620543126,0,2.45274027230935,0.225393779828144,0.50913245394753
"LQx.B.F.149",50.53,3,11,8,2.64,8.22879010844877,7.00243629834608,14,16,5,10.61,3.97,1.26,1.364,0,0.45,2.72064839589768,8.48391934849358,7.396623210491,10.9704246213496,4.11554043602024,1.26128466476849,1.39121360918776,0,0.458820426246633
"LQx.B.F.150",65.33,3,11,8,0,10.2722046957176,2.33969029074945,14,16,6,12.906,3.548,2.624,2.403,NA,0.236,0,8.18244366702143,1.53528179074049,10.0627821441365,2.71334476599719,2.06511126780631,1.99797138105599,NA,0.200065298676145
"LQx.B.F.151",57.46,3,11,7,0,9.45747343319764,0,16,15,6,11.008,3.284,2.195,3.005,1.077,0.759,0,8.5699895202331,0,9.88297251836757,2.92375508927424,1.94810869156362,2.76709703257675,0.982315559596941,0.705605370828749
"LQx.B.F.152",69.96,3,11,8,0,11.4297751132306,0,15,16,6,14.186,3.871,0,3.226,1.265,0.414,0,8.49948354185267,0,10.2591718799417,2.7297908374779,0,2.54006722456987,0.946913025440711,0.334110956833707
"LQx.B.F.153",65.79,3,11,7,0,11.3136449702808,0,15,15,5,13.838,4.094,2.809,3.269,0.904,0.729,0,8.94873455004897,0,10.7065994571968,3.10499306183564,2.19623129912115,2.70287817301807,0.719749604167802,0.614890135236351
"LQx.B.F.154",52.68,3,11,8,0,9.68807289490516,2.96688620418573,15,16,6,10.729,3.251,2.393,2.494,1.181,0.429,0,9.57908371538497,2.90100161395677,10.59701568986,3.20791777537032,2.30377756654646,2.46082606363929,1.17530715620155,0.424505413019935
"LQx.B.F.155",55.7,3,11,8,0,9.16294712881833,0,15,NA,6,10.19,3.015,1.956,3.208,0.462,0.937,0,8.56660284932398,0,9.46668882273689,2.78499492216133,1.78730252720779,3.02803748567015,0.434750536010738,0.890775801758845
"LQx.B.F.156",68.42,2,11,7,3.96,9.90521253641983,7.67472275468097,15,16,5,12.334,3.409,0,3.066,0,0.439,3.2587964483869,7.53228569375144,4.62271337429848,9.14066382316246,2.46820193719737,0,2.45721113978328,0,0.359999170331365
"LQx.B.F.157",45.3,3,10,7,0,7.10870689455153,1.50602983350936,13,NA,6,8.273,2.629,2.616,2.987,0.838,0.734,0,8.17909936114824,1.94785473771988,9.64514068249728,3.10183898042966,2.90075731406046,3.32322708270196,0.97039223209317,0.809515350575382
"LQx.B.F.158",54,3,11,8,0,8.93918275939259,2.34906727438217,15,16,7,10.775,2.708,2.428,3.279,1.143,0.721,0,8.62164943368422,2.19393539913415,10.3569556822901,2.59493798914154,2.28392894177364,3.17231503274838,1.10957849368346,0.700870203615696
"LQx.B.F.159",56.55,3,9,8,3.14,9.16805236472485,8.82737883922749,15,16,6,10.93,3.927,1.829,2.563,1.171,0.554,2.97655580076437,8.44199231764351,7.56873297056229,9.98658639068134,3.56294337645114,1.64772271143392,2.39025061093957,1.08530578793322,0.520969134551201
"LQx.B.F.160",56.58,2,11,8,0,9.32135571413015,2.66065445320359,14,17,6,10.724,4.031,0,2.799,1.041,0.632,0,8.57858440260554,2.27904566574435,9.79265883470496,3.65500564909901,0,2.60924289328253,0.964305683102044,0.594092113572009
"LQx.B.M.131",50.72,3,11,8,0,8.8091641737611,0,15,17,6,11.041,3.205,2.573,2.921,0.638,0.757,0,9.04811939096358,0,11.369085677197,3.30776153809938,2.56658792864411,2.9703966753724,0.659557333101886,0.769759070202765
"LQx.B.M.132",62.05,3,9,7,0,10.0744680085621,0,15,16,7,13.053,3.729,0,3.172,1.321,0.737,0,8.4510012938794,0,10.7700327744469,3.03113775121047,0,2.74766484906764,1.11540481266995,0.648340524921056
"LQx.B.M.133",54.52,3,11,7,0,8.29248722214752,2.65208016479045,14,NA,6,11.239,3.239,2.494,2.827,0.62,0.607,0,7.92131786496761,2.433333567539,10.6897946982741,3.06874262703339,2.3250546322478,2.71425055832387,0.596108422864295,0.586003363530308
"LQx.B.M.134",55.67,3,11,8,0,9.02718597574033,1.17483871880455,15,16,6,11.44,3.089,2.438,2.344,0,0.5,0,8.44424486509738,1.03703368140883,10.6342538697237,2.85517067789197,2.22885595939342,2.21345456273545,0,0.475517998760539
"LQx.B.M.135",58.88,3,12,9,0,9.17057823831145,2.68267741968611,15,16,6,12.329,3.49,2.388,2.662,0.945,0.429,0,8.10875711993783,2.13433608754816,10.7760039330486,3.01861697361395,2.07150303820637,2.40411022719743,0.841053892355504,0.391884935802285
"LQx.B.M.136",60.23,3,11,9,0,10.0765964369266,0,14,18,6,12.54,3.642,2.436,2.692,0.323,0.399,0,8.70931922448513,0,10.6907959309719,3.06664747647131,2.06875976054466,2.38775656753986,0.281003215834021,0.358591028623047
"LQx.B.M.137",56.51,3,11,8,0,9.42777779622382,1.66746581422524,16,16,6,11.229,4.191,2.72,3.005,1.207,0.869,0,8.68732008935258,1.43158738825064,10.2677582555811,3.80565654775089,2.4520372882758,2.80403708931837,1.11946620665386,0.817603676209238
"LQx.B.M.138",63.59,2,11,8,0,10.0417784715823,NA,15,16,5,12.969,3.828,0,3.023,0.277,0.447,0,8.21871729253851,NA,10.4163270910026,3.02257326350331,0,2.56802622852601,0.228202883978361,0.386359986629522
"LQx.B.M.139",60.81,3,11,8,0,11.189882290526,2.73962139861333,14,16,6,12.291,4.087,2.86,2.921,1.615,0.853,0,9.57890563402133,2.05317553424829,10.3687527357318,3.40251213316992,2.40714120546539,2.57119930719981,1.39156343960552,0.761350439646597
"LQx.B.M.140",62.58,3,11,8,0,10.4328320317163,1.79925942565775,13,17,6,13.101,3.47,2.349,2.687,1.331,0.533,0,8.67718122613318,1.27860622537175,10.7090896454798,2.79234158292529,1.92464680734576,2.31185187633862,1.11429363947003,0.4660242432508
"LQx.B.M.141",53.04,2,10,8,0,8.43023546111432,0,13,17,7,11.006,3.33,0,2.637,1.008,0.523,0,8.27858016454088,0,10.7895660141456,3.2594767035126,0,2.58786629180549,0.996306109244533,0.514993992763764
"Pax.B.F.061",60.96,2,10,7,0,8.42624045172867,0,16,14,NA,11.46,NA,0,2.652,0,0.528,0,7.19531294219627,0,9.6415818066904,NA,0,2.32984270310947,0,0.470436071563538
"Pax.B.F.062",43.89,2,10,8,0,6.79480997962858,1.4176613743405,15,16,6,8.341,2.644,0,2.324,0.658,0.564,0,8.07018759943273,1.94422021331569,10.0682166814548,3.23856403952099,0,2.65145732425214,0.786529603982041,0.636321389094394
"Pax.B.F.063",54.77,2,10,7,0,7.37164657969007,0,15,15,6,10.213,3.17,0,3.292,0.833,1.064,0,7.00941432579705,0,9.66522348921935,2.98714201909119,0,3.14922335504026,0.797230618202957,1.02382385735808
"Pax.B.F.064",50.03,2,11,6,0,7.5867154427964,0,15,15,7,8.23,3.244,0,2.769,1.173,0.65,0,7.90044646094216,0,8.60306530702292,3.40276215361993,0,2.84667457609249,1.22942404457108,0.667493611302288
"Pax.B.F.065",61.85,2,10,7,0,9.48505022797925,0,14,15,5,12.802,3.653,0,1.808,0.77,0.495,0,7.98240517469244,0,10.6004686219622,2.98073473585805,0,1.57016142067784,0.652270807216475,0.436463999956149
"Pax.B.F.066",54.26,3,10,7,0,8.06868381862266,0,14,15,6,8.987,2.398,1.839,2.207,1.844,0.841,0,7.74462291553769,0,8.59285591299007,2.28484737674891,1.72211587346057,2.12705087249581,1.78147033918344,0.814702948120042
"Pax.B.F.067",50,3,11,7,0,7.41350213581778,0,15,17,6,9.286,2.256,2.113,2.352,0.823,0.538,0,7.72472220672752,0,9.71333326976815,2.36809068708879,2.13614098920944,2.41913107329982,0.863107786667213,0.552717517469814
"Pax.B.F.068",51.47,3,10,7,0,7.99465886073791,0,15,16,6,10.681,3.096,1.857,2.469,1.156,0.729,0,8.0913563470519,0,10.8224233182266,3.14020377738273,1.82708634347279,2.48160696852763,1.17757901638413,0.733508894845843
"Pax.B.F.069",52.57,2,10,8,0,7.79768517617303,0,15,16,6,10.076,3.561,0,2.55,0.239,0.521,0,7.72616440445339,0,9.97493181653324,3.52251823348209,0,2.52026818668585,0.238347551151309,0.516316506294227
"Pax.B.F.070",48.57,3,10,6,0,7.62259902175378,0,15,NA,6,9.614,2.911,1.781,2.431,1.107,0.737,0,8.17745952492676,0,10.3822199508372,3.1624582389041,1.8500956957227,2.55877042766192,1.19526334544356,0.773115328749732
"Pax.B.F.071",53.54,3,9,6,0,8.20874366581942,0,15,15,6,11.072,3.434,1.999,2.52,0.533,0.549,0,7.98547112752717,0,10.7429424916366,3.32413335925578,1.89550802551442,2.45465732307507,0.521877788455979,0.536963286158229
"Pax.B.F.072",49.06,3,11,7,0,7.83462443321475,0,15,16,6,9.924,2.997,NA,2.233,1.605,0.424,0,8.32061445780581,0,10.5994388379893,3.21741307451371,NA,2.33167134666316,1.71559458780824,0.441580532243192
"Pax.B.F.073",46.77,3,10,8,2.145,7.06195780194562,4.92854107374605,15,16,6,8.834,2.304,0.8,1.768,0.81,0.48,2.34111259209966,7.86885286387764,6.00811670275545,9.94406637778856,2.61750224140826,0.860948501108976,1.91767372389822,0.908375365754232,0.517372991191383
"Pax.B.F.074",46.51,2,10,7,0,6.90869154225879,0,NA,NA,6,7.777,2.939,0,2.113,0.381,0.437,0,7.74129306644959,0,8.80803144112987,3.36102075183638,0,2.30206605835164,0.429670686697716,0.472915695205533
"Pax.B.F.075",53.91,2,10,7,0,8.22789305434745,0,15,16,6,10.627,3.287,0,2.715,0.582,0.747,0,7.94893073013192,0,10.233436381166,3.15599209370123,0,2.63015279194715,0.565929095766212,0.727015239994322
"Pax.B.F.076",39.13,2,11,7,0,5.68484374235829,0,14,17,6,7.473,2.113,0,1.974,0.833,0.455,0,7.57694460401274,0,10.2331426421546,2.9650391982704,0,2.46748091433263,1.11733472070749,0.557488107134667
"Pax.B.F.094",45.6,2,11,NA,0,6.6518147927436,0,NA,NA,6,9.327,2.837,0,2.222,0.665,0.335,0,7.60284447159803,0,10.7953757084302,3.3211866260223,0,2.45917003652494,0.764974887267278,0.367717112433951
"Pax.B.F.095",42.98,3,10,6,0,6.39547062307069,0,15,15,5,8.811,2.654,1.219,1.765,0,0.351,0,7.75741390714264,0,10.8832213116842,3.33247829622406,1.41989434840901,2.04753452647504,0,0.402015948101043
"Pax.B.F.102",36.54,2,9,7,0,5.6344573043984,1.31520570940668,15,16,7,7.356,1.956,0,1.956,0.752,0.447,0,8.044450058813,2.53325964564324,10.8601143671823,2.97659597458666,0,2.58186458160565,1.0804702142187,0.575312898993737
"Pax.B.M.077",50.48,2,12,7,0,7.5151846446877,0,14,16,6,10.267,3.132,0,2.022,1.13,0.533,0,7.75589632865249,0,10.6273266839561,3.25062802510768,0,2.06396632418876,1.1737570305406,0.54383406385906
"Pax.B.M.078",48.99,2,12,8,0,7.05495472017398,0,15,16,NA,9.741,3.099,0,1.857,0,0.297,0,7.50333276768074,0,10.4203188587587,3.33254477003313,0,1.9412603463988,0,0.30963220398194
"Pax.B.M.079",48.32,2,12,9,0,7.30598347937986,0,14,17,6,9.873,3.388,0,2.019,0.531,0.389,0,7.87852270811318,0,10.7225422677492,3.70322442116864,0,2.13385765657585,0.57631559615684,0.409578290406496
"Pax.B.M.080",48.99,3,11,8,0,7.65930788611999,0,14,16,NA,10.249,2.677,1.13,1.854,0,0.312,0,8.14609563337671,0,10.9637458149489,2.8787422876343,1.1644138692927,1.93812422306052,0,0.325270194082038
